Time,SoC (%),Bat Voltage (V),Bat Current (A),Sol Current (A)
00:02:34,42.24,25.02,0.41,0.17
00:02:36,42.24,25.02,0.41,0.17
00:02:37,42.24,25.03,0.41,0.17
00:02:38,42.24,25.02,0.41,0.17
00:02:40,42.24,25.03,0.42,0.17
00:02:41,42.24,25.03,0.41,0.17
00:02:42,42.24,25.03,0.41,0.17
00:02:44,42.24,25.03,0.42,0.17
00:02:45,42.24,25.03,0.41,0.17
00:02:47,42.24,25.03,0.42,0.17
00:02:48,42.24,25.03,0.41,0.17
00:02:49,42.24,25.03,0.42,0.17
00:02:51,42.24,25.03,0.42,0.17
00:02:52,42.24,25.03,0.42,0.17
00:02:54,42.24,25.03,0.41,0.17
00:02:55,42.24,25.03,0.41,0.17
00:02:56,42.24,25.03,0.41,0.17
00:02:58,42.24,25.02,0.41,0.17
00:02:59,42.24,25.03,0.42,0.17
00:03:00,42.24,25.03,0.42,0.17
00:03:02,42.24,25.03,0.42,0.18
00:03:03,42.24,25.03,0.42,0.18
00:03:05,42.24,25.03,0.42,0.17
00:03:06,42.24,25.03,0.42,0.18
00:03:07,42.24,25.02,0.42,0.18
00:03:09,42.24,25.03,0.42,0.18
00:03:10,42.24,25.03,0.42,0.18
00:03:11,42.24,23.50,0.45,-0.07
00:03:13,42.24,24.98,0.57,0.34
00:03:14,42.24,24.93,0.42,0.18
00:03:16,42.24,24.99,0.42,0.18
00:03:17,42.24,25.04,0.39,0.18
00:03:18,42.24,24.82,0.42,0.15
00:03:20,42.24,25.11,0.42,0.17
00:03:21,42.24,25.07,0.41,0.16
00:03:23,42.24,24.98,0.44,0.18
00:03:24,42.24,25.00,0.42,0.17
00:03:26,100.00,24.95,0.42,0.16
00:03:27,100.00,25.03,0.42,0.18
00:03:29,100.00,25.05,0.42,0.19
00:03:30,100.00,25.06,0.41,0.17
00:03:31,100.00,25.10,0.41,0.17
00:03:33,100.00,25.12,0.41,0.17
00:03:34,100.00,25.12,0.42,0.17
00:03:35,100.00,25.12,0.41,0.17
00:03:37,100.00,25.12,0.41,0.17
00:03:38,100.00,25.12,0.41,0.17
00:03:40,100.00,25.12,0.41,0.17
00:03:41,100.00,25.12,0.41,0.17
00:03:42,100.00,25.12,0.41,0.17
00:03:44,100.00,25.12,0.41,0.17
00:03:45,100.00,25.12,0.41,0.17
00:03:46,100.00,25.12,0.41,0.17
00:03:48,100.00,25.12,0.41,0.17
00:03:49,100.00,25.12,0.41,0.17
00:03:51,100.00,25.12,0.41,0.17
00:03:52,100.00,25.12,0.41,0.17
00:03:53,100.00,25.12,0.41,0.17
00:03:55,100.00,25.12,0.41,0.17
00:03:56,100.00,25.12,0.41,0.17
00:03:57,100.00,25.12,0.41,0.17
00:03:59,100.00,25.12,0.44,0.17
00:04:00,99.98,24.34,6.71,0.17
00:04:02,99.90,24.30,29.13,0.15
00:04:03,99.82,24.32,27.00,0.15
00:04:04,99.74,24.33,25.43,0.15
00:04:06,99.67,24.34,24.27,0.15
00:04:07,99.60,24.30,23.73,0.15
00:04:09,99.53,24.30,23.80,0.15
00:04:10,99.46,24.32,23.27,0.15
00:04:11,99.40,24.27,23.33,0.15
00:04:13,99.33,24.28,23.23,0.16
00:04:14,99.26,24.24,22.99,0.15
00:04:15,99.19,24.25,23.26,0.15
00:04:17,99.12,24.26,23.19,0.15
00:04:18,99.06,24.21,23.33,0.15
00:04:20,99.02,24.22,12.01,0.16
00:04:21,98.95,24.23,23.76,0.15
00:04:22,98.90,24.19,16.05,0.16
00:04:24,98.84,24.20,23.40,0.15
00:04:25,98.77,24.21,23.34,0.15
00:04:26,98.70,24.20,22.72,0.15
00:04:28,98.63,24.17,23.25,0.15
00:04:29,98.57,24.17,22.72,0.16
00:04:31,98.50,24.19,22.92,0.15
00:04:32,98.43,24.16,22.63,0.15
00:04:33,98.37,24.14,23.08,0.15
00:04:35,98.30,24.14,22.58,0.16
00:04:36,98.25,24.13,17.20,0.16
00:04:38,98.18,24.12,23.12,0.16
00:04:39,98.13,24.11,16.75,0.17
00:04:40,98.07,24.11,22.99,0.16
00:04:42,98.00,24.11,23.15,0.16
00:04:43,97.93,24.11,22.68,0.16
00:04:44,97.87,24.12,22.33,0.16
00:04:46,97.80,24.14,22.61,0.15
00:04:47,97.74,24.10,22.38,0.15
00:04:49,97.67,24.10,22.83,0.15
00:04:50,97.60,24.10,22.24,0.15
00:04:51,97.54,24.11,22.69,0.16
00:04:53,97.47,24.10,22.24,0.15
00:04:54,97.41,24.07,22.64,0.15
00:04:55,97.34,24.06,22.20,0.15
00:04:57,97.28,24.09,22.68,0.15
00:04:58,97.21,24.07,22.10,0.15
00:05:00,97.14,24.04,22.53,0.16
00:05:01,97.08,24.04,22.45,0.16
00:05:02,97.01,24.03,22.16,0.16
00:05:05,96.88,24.04,22.28,0.16
00:05:09,96.69,24.00,22.28,0.16
00:05:11,96.62,24.04,22.44,0.16
00:05:12,96.56,24.01,22.05,0.16
00:05:13,96.49,23.98,22.45,0.16
00:05:15,96.43,23.99,22.24,0.16
00:05:16,96.36,23.98,22.02,0.16
00:05:18,96.30,24.01,22.28,0.16
00:05:19,96.23,23.99,21.90,0.15
00:05:20,96.17,23.96,22.19,0.16
00:05:22,96.10,23.96,22.34,0.16
00:05:23,96.04,23.96,21.92,0.16
00:05:24,95.97,23.97,22.36,0.16
00:05:26,95.91,23.99,22.03,0.16
00:05:27,95.84,23.97,21.93,0.15
00:05:29,95.78,23.94,21.97,0.15
00:05:30,95.72,23.93,22.18,0.16
00:05:31,95.65,23.92,22.11,0.15
00:05:33,95.59,23.92,21.97,0.15
00:05:34,95.52,23.92,21.89,0.15
00:05:35,95.46,23.91,22.16,0.16
00:05:37,95.39,23.91,22.22,0.15
00:05:38,95.33,23.92,21.95,0.16
00:05:42,95.14,23.93,22.23,0.16
00:05:44,95.07,23.92,22.10,0.15
00:05:48,94.88,23.87,21.87,0.15
00:05:49,94.81,23.86,22.11,0.16
00:05:51,94.75,23.86,22.18,0.16
00:05:55,94.56,23.85,21.93,0.16
00:05:56,94.49,23.83,22.20,0.16
00:05:58,94.43,23.84,22.14,0.16
00:06:00,94.30,23.82,22.43,0.16
00:06:02,94.23,23.83,22.20,0.16
00:06:03,94.17,23.83,22.29,0.16
00:06:04,94.10,23.82,22.17,0.16
00:06:06,94.04,23.83,22.28,0.16
00:06:07,93.97,23.80,22.21,0.16
00:06:09,93.91,23.78,22.06,0.16
00:06:10,93.84,23.78,21.90,0.16
00:06:11,93.78,23.77,22.25,0.15
00:06:13,93.71,23.76,22.03,0.16
00:06:14,93.65,23.77,21.96,0.15
00:06:15,93.58,23.79,22.16,0.15
00:06:17,93.52,23.78,22.24,0.15
00:06:18,93.45,23.74,21.91,0.15
00:06:20,93.39,23.74,22.14,0.15
00:06:21,93.33,23.74,22.16,0.15
00:06:22,93.26,23.72,21.99,0.15
00:06:24,93.20,23.73,22.12,0.15
00:06:25,93.13,23.74,22.21,0.15
00:06:27,93.07,23.75,22.15,0.15
00:06:28,93.00,23.72,21.96,0.15
00:06:31,92.87,23.70,21.99,0.15
00:06:32,92.81,23.69,22.18,0.15
00:06:33,92.74,23.68,21.91,0.15
00:06:35,92.68,23.69,21.90,0.15
00:06:36,92.62,23.71,22.05,0.15
00:06:38,92.55,23.69,22.10,0.15
00:06:39,92.49,23.66,21.90,0.15
00:06:40,92.42,23.67,22.11,0.15
00:06:42,92.36,23.65,21.64,0.15
00:06:43,92.30,23.67,21.99,0.15
00:06:44,92.23,23.68,22.08,0.15
00:06:46,92.17,23.64,21.96,0.15
00:06:47,92.10,23.64,21.92,0.15
00:06:49,92.04,23.63,21.95,0.15
00:06:50,91.97,23.63,21.75,0.15
00:06:51,91.91,23.66,22.14,0.15
00:06:53,91.85,23.61,22.08,0.15
00:06:54,91.78,23.61,21.86,0.15
00:06:56,91.72,23.60,21.82,0.15
00:06:57,91.65,23.60,21.69,0.15
00:06:58,91.59,23.64,22.01,0.15
00:07:00,91.53,23.59,21.81,0.15
00:07:01,91.46,23.60,21.87,0.15
00:07:02,91.40,23.58,21.57,0.15
00:07:04,91.34,23.60,21.90,0.15
00:07:05,91.27,23.59,21.97,0.15
00:07:07,91.21,23.58,21.67,0.15
00:07:08,91.14,23.57,21.76,0.15
00:07:09,91.08,23.59,21.78,0.15
00:07:11,91.02,23.56,21.89,0.15
00:07:12,90.95,23.55,21.90,0.15
00:07:13,90.89,23.54,21.51,0.15
00:07:15,90.82,23.58,22.19,0.15
00:07:16,90.76,23.54,21.76,0.15
00:07:18,90.70,23.53,21.83,0.15
00:07:19,90.63,23.56,21.97,0.15
00:07:20,90.57,23.51,21.96,0.15
00:07:22,90.50,23.50,21.90,0.15
00:07:23,90.44,23.54,22.05,0.15
00:07:24,90.38,23.49,22.05,0.15
00:07:26,90.31,23.49,21.81,0.15
00:07:27,90.25,23.49,22.26,0.15
00:07:29,90.18,23.48,21.86,0.15
00:07:30,90.12,23.48,21.47,0.15
00:07:31,90.06,23.50,22.01,0.15
00:07:33,89.99,23.47,21.63,0.15
00:07:34,89.93,23.46,21.42,0.15
00:07:36,89.87,23.49,21.89,0.15
00:07:37,89.80,23.47,21.49,0.15
00:07:38,89.74,23.44,21.53,0.15
00:07:40,89.68,23.48,21.75,0.15
00:07:41,89.61,23.44,21.51,0.15
00:07:42,89.55,23.43,21.37,0.15
00:07:44,89.49,23.46,21.72,0.15
00:07:45,89.42,23.41,21.54,0.15
00:07:47,89.36,23.41,21.44,0.15
00:07:48,89.30,23.43,21.75,0.15
00:07:49,89.24,23.40,21.57,0.15
00:07:51,89.17,23.40,21.45,0.15
00:07:52,89.11,23.39,21.75,0.15
00:07:53,89.05,23.37,21.43,0.15
00:07:55,88.98,23.40,21.50,0.15
00:07:56,88.92,23.36,21.50,0.15
00:07:58,88.86,23.44,21.20,0.15
00:07:59,88.84,23.87,7.38,0.16
00:08:00,88.77,23.33,21.69,0.15
00:08:02,88.71,23.33,22.13,0.15
00:08:03,88.64,23.36,22.20,0.15
00:08:05,88.58,23.33,21.83,0.15
00:08:06,88.52,23.35,21.35,0.15
00:08:07,88.45,23.32,21.62,0.15
00:08:09,88.39,23.32,21.48,0.15
00:08:11,88.27,23.29,21.23,0.15
00:08:13,88.20,23.29,21.59,0.15
00:08:14,88.14,23.28,21.14,0.15
00:08:16,88.08,23.28,21.45,0.15
00:08:17,88.02,23.27,20.92,0.15
00:08:18,87.96,23.28,21.56,0.15
00:08:20,87.89,23.26,21.03,0.15
00:08:21,87.83,23.30,21.26,0.15
00:08:22,87.77,23.26,21.19,0.15
00:08:24,87.71,23.29,21.05,0.15
00:08:25,87.65,23.25,21.20,0.16
00:08:27,87.58,23.26,21.03,0.15
00:08:28,87.52,23.24,21.04,0.15
00:08:29,87.46,23.24,21.06,0.15
00:08:31,87.40,23.23,21.28,0.15
00:08:32,87.34,23.22,20.83,0.15
00:08:33,87.28,23.23,21.41,0.15
00:08:36,87.15,23.23,21.23,0.15
00:08:38,87.09,23.21,20.98,0.15
00:08:39,87.03,23.24,21.08,0.15
00:08:40,86.97,23.20,21.11,0.15
00:08:42,86.91,23.24,20.79,0.15
00:08:46,86.72,23.19,21.18,0.15
00:08:47,86.66,23.21,20.81,0.15
00:08:51,86.48,23.16,21.03,0.15
00:08:53,86.42,23.19,20.84,0.15
00:08:54,86.35,23.15,20.97,0.15
00:08:56,86.29,23.18,20.77,0.15
00:08:57,86.23,23.14,21.05,0.15
00:08:58,86.17,23.17,20.72,0.15
00:09:00,86.11,23.14,21.01,0.15
00:09:01,86.05,23.16,20.76,0.16
00:09:02,85.99,23.12,20.91,0.16
00:09:04,85.93,23.15,20.92,0.15
00:09:05,85.87,23.12,20.45,0.15
00:09:07,85.81,23.12,21.24,0.15
00:09:08,85.75,23.11,20.71,0.15
00:09:09,85.68,23.10,21.21,0.15
00:09:14,85.50,23.09,21.59,0.16
00:09:15,85.43,23.10,21.13,0.15
00:09:16,85.37,23.08,20.83,0.16
00:09:18,85.31,23.06,21.75,0.15
00:09:19,85.25,23.07,21.51,0.16
00:09:20,85.19,23.10,21.05,0.15
00:09:23,85.06,23.06,21.13,0.15
00:09:26,84.94,23.06,20.28,0.15
00:09:27,84.88,23.04,21.10,0.15
00:09:29,84.82,23.05,21.24,0.15
00:09:30,84.76,23.07,21.19,0.15
00:09:31,84.69,23.03,21.17,0.15
00:09:34,84.57,23.04,21.03,0.15
00:09:36,84.51,23.04,21.22,0.15
00:09:37,84.45,23.01,21.25,0.15
00:09:38,84.39,23.02,20.80,0.15
00:09:40,84.33,23.04,20.70,0.15
00:09:41,84.26,23.01,21.13,0.15
00:09:42,84.20,22.99,21.01,0.15
00:09:44,84.14,22.98,21.19,0.15
00:09:45,84.08,22.99,21.32,0.15
00:09:47,84.02,23.00,20.88,0.15
00:09:48,83.96,23.00,21.35,0.15
00:09:49,83.89,22.98,21.30,0.15
00:09:51,83.83,22.96,21.12,0.15
00:09:52,83.77,22.95,21.02,0.15
00:09:54,83.71,22.95,21.46,0.15
00:09:55,83.65,22.94,21.20,0.15
00:09:56,83.58,22.95,21.06,0.15
00:09:58,83.52,22.97,21.28,0.15
00:09:59,83.46,22.95,21.27,0.15
00:10:00,83.40,22.94,21.09,0.15
00:10:02,83.34,22.92,21.13,0.15
00:10:03,83.27,22.91,21.32,0.15
00:10:05,83.21,22.91,21.14,0.15
00:10:06,83.15,22.92,20.84,0.15
00:10:07,83.09,22.92,21.15,0.15
00:10:09,83.03,22.91,21.00,0.15
00:10:10,82.97,22.91,20.96,0.15
00:10:11,82.90,22.91,20.98,0.15
00:10:13,82.84,22.90,21.15,0.15
00:10:14,82.78,22.91,20.94,0.15
00:10:16,82.72,22.92,21.04,0.15
00:10:17,82.66,22.93,20.72,0.15
00:10:18,82.60,22.91,20.91,0.15
00:10:20,82.54,22.91,20.79,0.15
00:10:21,82.48,22.89,20.78,0.15
00:10:23,82.42,22.88,20.81,0.15
00:10:24,82.35,22.87,20.91,0.15
00:10:25,82.29,22.87,20.77,0.15
00:10:27,82.23,22.87,20.73,0.15
00:10:28,82.17,22.86,20.63,0.15
00:10:29,82.11,22.87,20.91,0.15
00:10:31,82.05,22.85,20.78,0.15
00:10:32,81.99,22.86,20.76,0.15
00:10:34,81.93,22.86,20.55,0.15
00:10:35,81.87,22.87,20.65,0.15
00:10:36,81.81,22.87,20.51,0.15
00:10:38,81.75,22.87,20.81,0.15
00:10:39,81.69,22.84,20.32,0.15
00:10:40,81.63,22.82,20.69,0.15
00:10:42,81.57,22.81,20.96,0.15
00:10:43,81.51,22.80,20.83,0.15
00:10:45,81.45,22.81,20.81,0.15
00:10:46,81.39,22.80,20.52,0.15
00:10:47,81.33,22.80,20.86,0.15
00:10:49,81.26,22.80,20.67,0.15
00:10:50,81.20,22.79,20.57,0.15
00:10:51,81.14,22.79,20.50,0.15
00:10:53,81.08,22.78,20.50,0.15
00:10:54,81.02,22.76,20.81,0.15
00:10:56,80.96,22.74,21.25,0.15
00:10:57,80.90,22.76,21.55,0.15
00:10:58,80.83,22.72,22.51,0.15
00:11:00,80.77,22.73,22.73,0.14
00:11:01,80.70,22.69,22.34,0.15
00:11:03,80.63,22.72,22.72,0.15
00:11:04,80.57,22.70,21.90,0.15
00:11:05,80.51,22.75,22.01,0.15
00:11:07,80.44,22.73,21.47,0.15
00:11:08,80.38,22.72,20.86,0.15
00:11:09,80.32,22.72,20.78,0.15
00:11:11,80.26,22.73,20.70,0.15
00:11:12,80.20,22.74,20.71,0.15
00:11:14,80.14,22.74,20.60,0.15
00:11:15,80.08,22.77,20.53,0.15
00:11:16,80.02,22.74,20.74,0.15
00:11:18,79.96,22.72,20.57,0.15
00:11:19,79.90,22.73,20.48,0.15
00:11:20,79.84,22.71,20.87,0.15
00:11:22,79.78,22.70,20.43,0.15
00:11:23,79.72,22.70,20.57,0.15
00:11:25,79.66,22.69,20.46,0.15
00:11:26,79.60,22.70,20.27,0.15
00:11:27,79.54,22.70,20.40,0.15
00:11:29,79.48,22.71,20.75,0.15
00:11:30,79.42,22.73,20.39,0.15
00:11:32,79.36,22.71,20.63,0.15
00:11:33,79.30,22.70,20.35,0.15
00:11:34,79.24,22.69,20.53,0.15
00:11:36,79.18,22.67,20.21,0.15
00:11:37,79.12,22.68,20.28,0.15
00:11:38,79.06,22.65,20.12,0.15
00:11:40,79.00,22.68,20.69,0.15
00:11:41,78.94,22.68,20.43,0.15
00:11:44,78.82,22.67,20.13,0.15
00:11:45,78.76,22.65,20.39,0.15
00:11:47,78.70,22.65,20.29,0.15
00:11:48,78.65,22.63,20.14,0.15
00:11:49,78.59,22.66,20.69,0.15
00:11:51,78.53,22.65,20.44,0.15
00:11:54,78.41,22.62,20.20,0.15
00:11:55,78.35,22.62,20.20,0.15
00:11:56,78.29,22.62,20.12,0.15
00:11:58,78.23,22.64,20.33,0.15
00:11:59,78.17,22.66,20.20,0.15
00:12:00,78.11,22.64,20.26,0.15
00:12:02,78.05,22.63,20.25,0.15
00:12:03,77.99,22.61,19.94,0.15
00:12:06,77.88,22.62,20.26,0.15
00:12:07,77.82,22.62,20.39,0.15
00:12:09,77.76,22.60,20.49,0.15
00:12:10,77.70,22.57,20.32,0.15
00:12:12,77.64,22.58,20.26,0.16
00:12:13,77.58,22.62,20.21,0.15
00:12:14,77.52,22.60,19.83,0.16
00:12:16,77.46,22.59,19.74,0.15
00:12:17,77.41,22.57,19.73,0.16
00:12:18,77.35,22.60,19.83,0.16
00:12:20,77.29,22.62,19.98,0.16
00:12:21,77.23,22.59,19.86,0.16
00:12:23,77.17,22.57,20.43,0.16
00:12:24,77.11,22.56,19.79,0.16
00:12:25,77.06,22.55,19.70,0.16
00:12:27,77.00,22.58,20.15,0.16
00:12:28,76.94,22.60,19.82,0.16
00:12:29,76.88,22.58,19.98,0.15
00:12:31,76.82,22.57,19.82,0.16
00:12:32,76.76,22.55,19.83,0.15
00:12:34,76.71,22.55,20.06,0.16
00:12:35,76.65,22.55,19.76,0.15
00:12:36,76.59,22.57,20.09,0.15
00:12:38,76.53,22.56,20.02,0.15
00:12:39,76.47,22.56,19.94,0.15
00:12:41,76.41,22.54,19.88,0.15
00:12:42,76.36,22.52,19.74,0.15
00:12:43,76.30,22.55,19.88,0.15
00:12:45,76.24,22.54,19.88,0.15
00:12:46,76.18,22.53,19.96,0.15
00:12:47,76.12,22.52,19.84,0.15
00:12:49,76.07,22.51,19.47,0.15
00:12:50,76.01,22.55,19.92,0.15
00:12:52,75.95,22.53,19.80,0.15
00:12:53,75.89,22.50,19.79,0.15
00:12:54,75.84,22.50,19.62,0.16
00:12:56,75.78,22.54,20.03,0.16
00:12:57,75.72,22.49,20.41,0.16
00:12:58,75.66,22.48,20.02,0.15
00:13:00,75.60,22.50,20.24,0.16
00:13:01,75.54,22.48,20.24,0.16
00:13:03,75.48,22.50,20.03,0.16
00:13:04,75.42,22.50,20.01,0.16
00:13:05,75.37,22.46,19.77,0.16
00:13:07,75.31,22.51,19.63,0.16
00:13:08,75.25,22.50,19.66,0.16
00:13:09,75.19,22.45,19.78,0.16
00:13:11,75.14,22.50,19.61,0.16
00:13:12,75.08,22.49,19.46,0.15
00:13:14,75.02,22.46,19.61,0.16
00:13:15,74.96,22.49,19.50,0.15
00:13:16,74.91,22.49,19.55,0.15
00:13:18,74.85,22.44,19.66,0.16
00:13:19,74.79,22.47,19.35,0.16
00:13:21,74.74,22.47,19.83,0.16
00:13:22,74.68,22.43,19.84,0.15
00:13:23,74.62,22.47,19.62,0.15
00:13:25,74.56,22.45,19.88,0.16
00:13:26,74.51,22.42,19.38,0.16
00:13:27,74.45,22.45,20.05,0.15
00:13:29,74.39,22.42,19.67,0.16
00:13:30,74.33,22.44,19.67,0.16
00:13:32,74.27,22.43,20.02,0.16
00:13:33,74.22,22.39,19.73,0.16
00:13:34,74.16,22.40,20.37,0.16
00:13:36,74.10,22.40,20.78,0.16
00:13:37,74.03,22.35,20.70,0.16
00:13:38,73.98,22.40,20.40,0.16
00:13:40,73.92,22.37,19.55,0.15
00:13:41,73.86,22.38,20.41,0.16
00:13:43,73.80,22.38,19.71,0.16
00:13:44,73.74,22.40,19.50,0.16
00:13:45,73.69,22.35,19.68,0.16
00:13:47,73.63,22.37,20.43,0.16
00:13:48,73.57,22.36,19.40,0.16
00:13:50,73.51,22.36,20.32,0.16
00:13:51,73.45,22.38,20.14,0.15
00:13:52,73.39,22.34,20.57,0.15
00:13:58,73.16,22.33,19.84,0.16
00:13:59,73.10,22.33,20.48,0.15
00:14:01,73.04,22.35,20.01,0.15
00:14:02,72.98,22.30,20.05,0.15
00:14:03,72.92,22.34,20.28,0.15
00:14:05,72.86,22.34,20.22,0.15
00:14:06,72.80,22.30,19.99,0.15
00:14:07,72.74,22.33,20.24,0.15
00:14:09,72.68,22.33,20.24,0.15
00:14:10,72.63,22.29,19.67,0.15
00:14:12,72.57,22.32,20.45,0.15
00:14:13,72.51,22.30,20.10,0.15
00:14:14,72.45,22.26,20.83,0.15
00:14:16,72.39,22.28,20.90,0.15
00:14:17,72.33,22.31,20.63,0.15
00:14:18,72.26,22.29,21.00,0.15
00:14:20,72.20,22.28,21.18,0.15
00:14:21,72.14,22.29,20.67,0.15
00:14:23,72.08,22.28,20.43,0.15
00:14:24,72.02,22.24,20.51,0.15
00:14:25,71.96,22.26,20.75,0.15
00:14:27,71.90,22.29,20.43,0.15
00:14:28,71.84,22.27,20.13,0.15
00:14:30,71.78,22.25,20.37,0.15
00:14:31,71.72,22.27,20.54,0.15
00:14:32,71.67,22.29,20.03,0.15
00:14:34,71.61,22.24,20.28,0.15
00:14:35,71.55,22.28,20.10,0.15
00:14:36,71.49,22.26,19.89,0.15
00:14:38,71.43,22.23,20.32,0.15
00:14:39,71.37,22.28,19.88,0.15
00:14:41,71.31,22.24,20.04,0.15
00:14:42,71.25,22.26,19.95,0.15
00:14:43,71.20,22.26,19.96,0.15
00:14:45,71.14,22.24,19.70,0.15
00:14:46,71.08,22.27,19.74,0.15
00:14:47,71.02,22.23,19.79,0.15
00:14:49,70.96,22.23,20.03,0.15
00:14:50,70.91,22.27,19.73,0.15
00:14:52,70.85,22.22,19.44,0.15
00:14:53,70.79,22.25,20.22,0.15
00:14:54,70.73,22.23,19.18,0.15
00:14:56,70.68,22.22,20.22,0.15
00:14:57,70.62,22.26,19.46,0.15
00:14:59,70.56,22.22,19.81,0.15
00:15:00,70.50,22.22,19.93,0.15
00:15:01,70.45,22.25,19.44,0.15
00:15:03,70.39,22.21,19.84,0.15
00:15:04,70.33,22.23,19.71,0.15
00:15:05,70.27,22.23,19.79,0.15
00:15:07,70.21,22.19,19.83,0.15
00:15:08,70.15,22.18,20.34,0.15
00:15:10,70.10,22.20,20.28,0.15
00:15:11,70.04,22.21,20.43,0.15
00:15:12,69.98,22.22,19.94,0.15
00:15:14,69.92,22.20,20.22,0.15
00:15:15,69.86,22.16,20.25,0.15
00:15:16,69.80,22.18,20.16,0.15
00:15:18,69.74,22.20,20.03,0.15
00:15:19,69.68,22.21,19.90,0.15
00:15:21,69.62,22.18,20.03,0.15
00:15:22,69.57,22.18,20.03,0.15
00:15:23,69.51,22.20,19.73,0.15
