Time Received,Battery Life (%),Battery Voltage (V),Battery Current (A),Solar Current (A)
7:31,70.44,0.06,28.94,0.25
7:32,70.36,0.06,28.92,0.25
7:34,70.27,0.06,29.10,0.25
7:35,70.19,0.06,29.25,0.25
7:38,70.01,0.06,29.26,0.25
7:40,69.84,0.06,29.22,0.25
7:42,69.76,0.06,29.40,0.25
7:43,69.67,0.06,29.18,0.25
7:45,69.59,0.06,29.17,0.25
7:46,69.50,0.06,29.23,0.25
7:47,69.42,0.06,28.95,0.25
7:49,69.33,0.06,28.89,0.25
7:50,69.25,0.06,28.90,0.25
7:51,69.16,0.06,28.83,0.25
7:53,69.08,0.06,28.86,0.25
7:54,68.99,0.06,28.91,0.25
7:56,68.91,0.06,29.05,0.25
7:57,68.83,0.06,28.81,0.25
7:58,68.74,0.06,28.86,0.25
8:0,68.66,0.06,28.95,0.25
8:2,68.49,0.06,28.86,0.25
8:4,68.40,0.06,29.02,0.25
8:5,68.32,0.06,28.82,0.24
8:7,68.23,0.06,28.94,0.24
8:8,68.15,0.06,29.04,0.25
8:9,68.06,0.06,28.84,0.25
8:11,67.98,0.06,29.05,0.24
8:12,67.89,0.06,29.25,0.25
8:14,67.81,0.06,28.82,0.25
8:15,67.73,0.06,28.66,0.25
8:16,67.64,0.06,28.61,0.25
8:18,67.56,0.06,28.64,0.25
8:19,67.48,0.06,28.62,0.25
8:20,67.39,0.06,28.79,0.25
8:22,67.31,0.06,28.80,0.25
8:23,67.22,0.06,28.68,0.25
8:25,67.14,0.06,28.64,0.25
8:26,67.06,0.06,28.56,0.25
8:27,66.97,0.06,28.44,0.25
8:29,66.89,0.06,28.58,0.25
8:30,66.81,0.06,28.63,0.25
8:31,66.72,0.06,28.45,0.25
8:33,66.64,0.06,28.39,0.25
8:34,66.56,0.06,28.38,0.25
8:36,66.47,0.06,28.63,0.25
8:37,66.39,0.06,28.40,0.25
8:38,66.31,0.06,28.34,0.25
8:40,66.22,0.06,28.58,0.25
8:41,66.14,0.06,28.50,0.25
8:43,66.06,0.06,28.54,0.25
8:44,65.97,0.06,28.51,0.25
8:45,65.89,0.06,28.50,0.25
8:47,65.81,0.06,28.58,0.25
8:48,65.72,0.06,28.60,0.25
8:49,65.64,0.06,28.56,0.25
8:51,65.55,0.06,28.66,0.25
8:52,65.47,0.06,28.72,0.25
8:54,65.39,0.06,28.72,0.25
8:55,65.30,0.06,28.35,0.25
8:56,65.22,0.06,28.49,0.25
8:58,65.14,0.06,28.73,0.25
8:59,65.05,0.06,28.41,0.25
9:0,64.97,0.06,28.58,0.25
9:2,64.89,0.06,28.61,0.25
9:3,64.80,0.06,28.55,0.24
9:5,64.72,0.06,28.69,0.25
9:6,64.64,0.06,28.32,0.25
9:7,64.55,0.06,28.36,0.25
9:9,64.47,0.06,28.50,0.25
9:10,64.39,0.06,28.33,0.25
9:11,64.30,0.06,28.20,0.24
9:13,64.22,0.06,28.63,0.24
9:14,64.14,0.06,28.62,0.25
9:16,64.05,0.06,28.49,0.25
9:17,63.97,0.06,28.32,0.25
9:18,63.89,0.06,28.44,0.25
9:20,63.81,0.06,28.32,0.25
9:21,63.72,0.06,28.30,0.25
9:23,63.64,0.06,28.61,0.25
9:24,63.56,0.06,28.54,0.25
9:25,63.47,0.06,28.13,0.24
9:27,63.39,0.06,28.27,0.24
9:28,63.31,0.06,28.45,0.25
9:29,63.22,0.06,28.26,0.25
9:31,63.14,0.06,28.43,0.25
9:32,63.06,0.06,28.61,0.25
9:34,62.98,0.06,28.18,0.25
9:35,62.89,0.06,28.15,0.25
9:36,62.81,0.06,28.52,0.25
9:38,62.73,0.06,28.22,0.25
9:39,62.64,0.06,28.34,0.25
9:40,62.56,0.06,28.68,0.25
9:42,62.48,0.06,28.15,0.25
9:43,62.40,0.06,28.35,0.25
9:45,62.31,0.06,28.49,0.25
9:46,62.23,0.06,28.58,0.25
9:47,62.15,0.06,28.44,0.25
9:49,62.06,0.06,28.52,0.25
9:50,61.98,0.06,28.39,0.25
9:52,61.90,0.06,28.53,0.25
9:53,61.81,0.06,28.27,0.25
9:54,61.73,0.06,28.46,0.25
9:56,61.65,0.06,28.38,0.25
9:57,61.56,0.06,28.43,0.25
9:58,61.48,0.06,28.47,0.25
10:0,61.40,0.06,28.48,0.25
10:1,61.31,0.06,28.15,0.25
10:3,61.23,0.06,28.51,0.25
10:4,61.15,0.06,28.42,0.25
10:5,61.07,0.06,28.20,0.24
10:7,60.98,0.06,28.27,0.25
10:8,60.90,0.06,28.32,0.25
10:9,60.82,0.06,28.40,0.25
10:11,60.74,0.06,28.10,0.25
10:12,60.65,0.06,28.31,0.24
10:15,60.49,0.06,28.35,0.24
10:16,60.40,0.06,28.35,0.24
10:18,60.32,0.06,28.32,0.25
10:19,60.24,0.06,28.19,0.25
10:20,60.16,0.06,28.35,0.25
10:22,60.07,0.06,28.27,0.24
10:23,59.99,0.06,28.23,0.25
10:25,59.91,0.06,28.24,0.24
10:26,59.83,0.06,28.35,0.24
10:27,59.74,0.06,28.25,0.24
10:29,59.66,0.06,28.21,0.24
10:32,59.49,0.06,28.34,0.25
10:34,59.33,0.06,28.24,0.25
10:52,58.25,0.06,28.28,0.24
10:55,58.09,0.06,28.39,0.24
10:56,58.00,0.06,28.62,0.24
10:58,57.92,0.06,28.52,0.24
11:1,57.74,0.06,30.88,0.24
11:2,57.65,0.06,32.21,0.24
11:5,57.46,0.06,33.39,0.24
11:12,56.97,0.06,33.25,0.25
11:16,56.69,0.06,30.12,0.25
11:21,56.36,0.06,28.59,0.24
11:24,56.19,0.06,28.45,0.24
11:25,56.11,0.06,28.12,0.25
11:28,55.94,0.06,28.16,0.25
11:31,55.78,0.06,28.30,0.25
11:34,55.61,0.06,28.02,0.25
11:35,55.53,0.06,28.29,0.25
11:38,55.37,0.06,27.98,0.25
11:39,55.28,0.06,28.35,0.25
11:41,55.20,0.06,28.13,0.25
11:42,55.12,0.06,27.97,0.25
11:45,54.96,0.06,28.03,0.25
11:46,54.87,0.06,28.00,0.25
11:52,54.55,0.06,28.11,0.25
11:57,54.22,0.06,27.78,0.25
11:58,54.14,0.06,28.36,0.25
12:0,54.05,0.06,27.89,0.25
12:1,53.97,0.06,27.63,0.24
12:3,53.89,0.06,28.20,0.25
12:5,53.73,0.06,27.93,0.24
12:7,53.65,0.06,28.13,0.25
12:8,53.56,0.06,27.86,0.24
12:10,53.48,0.06,28.03,0.24
12:11,53.40,0.06,28.00,0.24
12:12,53.32,0.06,27.87,0.25
12:15,53.15,0.06,27.89,0.24
12:16,53.07,0.06,27.99,0.24
12:18,52.99,0.06,27.99,0.25
12:19,52.91,0.06,27.71,0.24
12:21,52.83,0.06,28.20,0.25
12:22,52.75,0.06,27.87,0.25
12:23,52.66,0.06,28.20,0.25
12:25,52.58,0.06,27.99,0.25
12:26,52.50,0.06,28.08,0.25
12:27,52.42,0.06,27.87,0.25
12:29,52.34,0.06,27.64,0.25
12:30,52.25,0.06,28.08,0.25
12:32,52.17,0.06,27.63,0.25
12:33,52.09,0.06,28.16,0.25
12:34,52.01,0.06,27.80,0.25
12:36,51.93,0.06,28.02,0.25
12:37,51.85,0.06,27.86,0.25
12:38,51.77,0.06,27.82,0.25
12:40,51.68,0.06,28.02,0.25
12:41,51.60,0.06,27.68,0.25
12:43,51.52,0.06,28.16,0.25
12:44,51.44,0.06,27.65,0.25
12:45,51.36,0.06,28.00,0.25
12:47,51.28,0.06,27.84,0.25
12:48,51.19,0.06,27.93,0.25
12:50,51.11,0.06,27.70,0.25
12:51,51.03,0.06,28.02,0.25
12:52,50.95,0.06,27.56,0.24
12:54,50.87,0.06,27.68,0.25
12:55,50.79,0.06,27.99,0.25
12:56,50.71,0.06,27.54,0.25
12:58,50.63,0.06,27.79,0.25
12:59,50.55,0.06,27.78,0.25
13:1,50.46,0.06,27.79,0.25
13:2,50.38,0.06,27.48,0.25
13:3,50.30,0.06,27.90,0.24
13:5,50.22,0.06,27.63,0.25
13:6,50.14,0.06,27.92,0.25
13:7,50.06,0.06,27.81,0.25
13:9,49.98,0.06,27.74,0.25
13:10,49.90,0.06,27.51,0.25
13:12,49.82,0.06,27.78,0.25
13:13,49.73,0.06,27.78,0.26
13:14,49.65,0.06,27.57,0.25
13:16,49.57,0.06,27.70,0.25
13:17,49.49,0.06,27.70,0.25
13:19,49.41,0.06,27.83,0.25
13:20,49.33,0.06,27.55,0.25
13:21,49.25,0.06,27.85,0.25
13:23,49.17,0.06,27.64,0.25
13:24,49.09,0.06,27.66,0.25
13:25,49.01,0.06,27.98,0.25
13:27,48.92,0.06,27.66,0.25
13:28,48.84,0.06,27.77,0.25
13:30,48.76,0.06,27.82,0.25
13:31,48.68,0.06,27.78,0.25
13:32,48.60,0.06,27.65,0.25
13:34,48.52,0.06,27.85,0.25
13:35,48.44,0.06,27.54,0.25
13:36,48.36,0.06,27.92,0.25
13:38,48.27,0.06,27.75,0.25
13:39,48.19,0.06,27.76,0.25
13:41,48.11,0.06,27.75,0.24
13:42,48.03,0.06,27.74,0.24
13:43,47.95,0.06,27.61,0.24
13:45,47.87,0.06,27.75,0.25
13:46,47.79,0.06,27.62,0.25
13:47,47.71,0.06,27.53,0.25
13:49,47.63,0.06,27.59,0.25
13:50,47.55,0.06,27.70,0.24
13:52,47.47,0.06,27.45,0.24
13:56,47.22,0.06,27.42,0.24
13:57,47.14,0.06,27.58,0.24
13:59,47.06,0.06,27.45,0.24
14:0,46.98,0.06,27.43,0.24
14:5,46.66,0.06,27.56,0.24
14:7,46.58,0.06,27.60,0.24
14:8,46.50,0.06,27.51,0.24
14:10,46.42,0.06,27.51,0.24
14:11,46.34,0.06,27.45,0.24
14:12,46.26,0.06,27.36,0.24
14:18,45.94,0.06,27.46,0.24
14:19,45.86,0.06,27.31,0.24
14:22,45.70,0.06,27.44,0.24
14:25,45.54,0.06,27.30,0.24
14:26,45.46,0.06,27.27,0.24
14:28,45.38,0.06,27.38,0.24
14:29,45.30,0.06,27.15,0.24
14:30,45.22,0.06,27.41,0.24
14:33,45.06,0.06,27.42,0.24
14:34,44.98,0.06,27.30,0.24
14:37,44.82,0.06,27.19,0.24
14:43,44.50,0.06,27.26,0.24
14:51,44.02,0.06,27.23,0.24
14:52,43.94,0.06,27.18,0.24
14:54,43.86,0.06,27.15,0.24
14:56,43.70,0.06,27.19,0.24
14:58,43.63,0.06,27.16,0.23
14:59,43.55,0.06,27.10,0.24
15:1,43.47,0.06,27.09,0.24
15:6,43.15,0.06,27.07,0.24
15:17,42.52,0.06,27.00,0.24
15:20,42.36,0.06,26.87,0.24
15:21,42.28,0.06,26.99,0.24
15:24,42.12,0.06,26.84,0.23
15:28,41.89,0.06,27.07,0.24
15:30,41.81,0.06,27.03,0.24
15:31,41.73,0.06,26.94,0.24
16:7,39.69,0.06,26.68,0.25
16:28,38.52,0.06,26.73,0.25
16:29,38.44,0.06,26.81,0.24
17:48,34.04,0.06,26.02,0.24
17:49,33.97,0.06,25.96,0.24
17:50,33.89,0.06,25.80,0.24
18:6,33.06,0.06,25.90,0.24
18:7,32.98,0.06,25.80,0.24
18:8,32.91,0.06,25.78,0.24
18:59,30.13,0.06,25.52,0.24
19:1,30.06,0.06,25.46,0.24
19:5,29.84,0.06,25.49,0.24
19:6,29.76,0.06,25.49,0.25
19:16,29.24,0.06,25.35,0.25
19:19,29.09,0.06,25.31,0.24
19:20,29.02,0.06,25.27,0.24
19:23,28.87,0.06,25.27,0.24
19:24,28.80,0.06,25.27,0.24
19:27,28.65,0.06,25.18,0.24
19:28,28.58,0.06,25.20,0.24
19:35,28.21,0.06,24.99,0.24
19:37,28.14,0.06,24.94,0.24
19:41,27.92,0.06,24.97,0.24
19:42,27.84,0.06,25.07,0.24
19:44,27.77,0.06,24.89,0.24
19:46,27.63,0.06,24.84,0.24
19:55,27.19,0.06,24.53,0.24
19:56,27.12,0.06,24.51,0.24
19:59,26.98,0.06,24.41,0.25
20:0,26.91,0.06,24.28,0.25
20:1,26.84,0.06,24.28,0.24
20:6,26.62,0.06,24.14,0.25
20:8,26.48,0.06,24.05,0.25
20:10,26.41,0.06,24.11,0.25
20:13,26.27,0.06,23.87,0.25
20:15,26.13,0.06,23.63,0.25
20:17,26.06,0.06,23.81,0.24
20:21,25.86,0.06,23.57,0.24
20:25,25.65,0.06,23.32,0.24
20:28,25.52,0.06,23.24,0.24
20:29,25.45,0.06,23.06,0.24
20:33,25.25,0.06,22.93,0.25
20:35,25.25,0.06,0.62,0.26
20:36,25.25,0.06,0.62,0.25
20:37,25.25,0.06,0.62,0.26
20:39,25.25,0.06,0.62,0.26
20:44,25.25,0.06,0.62,0.25
20:46,25.25,0.06,0.61,0.25
20:47,25.25,0.06,0.61,0.25
20:48,25.25,0.06,0.62,0.25
20:50,25.25,0.06,0.61,0.25
20:51,25.25,0.06,0.62,0.25
20:53,25.25,0.06,0.61,0.25
20:54,25.25,0.06,0.61,0.25
20:55,25.25,0.06,0.62,0.25
21:2,25.25,0.06,0.61,0.25
21:6,25.25,0.06,0.61,0.26
21:12,25.25,0.06,0.61,0.25
21:13,25.25,0.06,0.62,0.26
21:15,25.25,0.06,0.61,0.26
21:16,25.25,0.06,0.61,0.26
21:17,25.25,0.06,0.61,0.25
21:19,25.25,0.06,0.61,0.26
21:20,25.25,0.06,0.61,0.25
21:22,25.25,0.06,0.61,0.25
21:23,25.25,0.06,0.61,0.25
21:34,25.25,0.06,0.61,0.25
21:39,25.25,0.06,0.61,0.25
21:41,25.25,0.06,0.61,0.26
21:45,25.25,0.06,0.61,9.03
21:48,25.25,0.06,0.61,9.13
21:50,25.25,0.06,0.61,10.17
21:52,25.25,0.06,0.61,10.80
21:53,25.25,0.06,0.61,11.38
21:55,25.25,0.06,0.61,11.97
21:56,25.25,0.06,0.60,12.52
21:57,25.25,0.06,0.60,13.04
21:59,25.25,0.06,0.60,13.41
22:0,25.25,0.06,0.60,13.80
22:2,25.25,0.06,0.60,13.94
22:4,25.25,0.06,0.60,13.44
22:7,25.25,0.06,0.60,12.60
22:13,25.25,0.06,0.60,7.87
22:14,25.25,0.06,0.60,6.59
22:17,25.25,0.06,0.61,4.35
22:19,25.25,0.06,0.61,2.76
22:21,25.25,0.06,0.61,5.41
22:22,25.25,0.06,0.61,10.95
22:25,25.25,0.06,0.61,13.34
22:28,25.25,0.06,0.61,14.17
22:33,25.25,0.06,0.61,14.85
22:36,25.25,0.06,0.61,14.62
22:42,25.25,0.06,0.61,14.88
22:43,25.25,0.06,0.61,14.63
22:46,25.25,0.06,0.61,14.62
22:47,25.25,0.06,0.61,14.93
22:48,25.25,0.06,0.61,15.24
22:50,25.25,0.06,0.61,15.30
